,Serial,Model,Target Timestamp,FAULT-10W,FAULT-9W,FAULT-8W,FAULT-7W,FAULT-6W,FAULT-5W,FAULT-4W,FAULT-3W,FAULT-2W,FAULT-1W,CLEANING-10W,CLEANING-9W,CLEANING-8W,CLEANING-7W,CLEANING-6W,CLEANING-5W,CLEANING-4W,CLEANING-3W,CLEANING-2W,CLEANING-1W,TARGET
245,1554481,model 20,2018-01-21 00:00:00,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,1555490,model 13,2018-01-21 00:00:00,1.0,2.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,8.0,12.0,4.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0
247,1558041,model 18,2018-01-21 00:00:00,1.0,2.0,18.0,10.0,28.0,33.0,151.0,8.0,44.0,0.0,844.0,436.0,818.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,21.0
248,1612713,model 18,2018-01-21 00:00:00,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,1124.0,778.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0
249,1625343,model 10,2018-01-21 00:00:00,514.0,416.0,367.0,303.0,276.0,424.0,451.0,418.0,492.0,192.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,246.0
250,1554481,model 20,2018-01-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,1555490,model 13,2018-01-28 00:00:00,2.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,12.0,4.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0,0.0
252,1558041,model 18,2018-01-28 00:00:00,2.0,18.0,10.0,28.0,33.0,151.0,8.0,44.0,0.0,21.0,436.0,818.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,131.0,1.0
253,1612713,model 18,2018-01-28 00:00:00,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124.0,778.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0,0.0
254,1625343,model 10,2018-01-28 00:00:00,416.0,367.0,303.0,276.0,424.0,451.0,418.0,492.0,192.0,246.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,106.0
255,1554481,model 20,2018-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,1555490,model 13,2018-02-04 00:00:00,0.0,1.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,4.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0,3.0,0.0
257,1558041,model 18,2018-02-04 00:00:00,18.0,10.0,28.0,33.0,151.0,8.0,44.0,0.0,21.0,1.0,818.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,131.0,48.0,0.0
258,1612713,model 18,2018-02-04 00:00:00,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0,57.0,0.0
259,1625343,model 10,2018-02-04 00:00:00,367.0,303.0,276.0,424.0,451.0,418.0,492.0,192.0,246.0,106.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0
260,1554481,model 20,2018-02-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,1555490,model 13,2018-02-11 00:00:00,1.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,9.0,8.0,11.0,9.0,16.0,12.0,3.0,2.0,3.0,0.0,0.0
262,1558041,model 18,2018-02-11 00:00:00,10.0,28.0,33.0,151.0,8.0,44.0,0.0,21.0,1.0,0.0,1178.0,3.0,1.0,1183.0,826.0,188.0,178.0,131.0,48.0,167.0,29.0
263,1612713,model 18,2018-02-11 00:00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,4.0,1.0,929.0,365.0,435.0,51.0,0.0,57.0,37.0,0.0
264,1625343,model 10,2018-02-11 00:00:00,303.0,276.0,424.0,451.0,418.0,492.0,192.0,246.0,106.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
